Season,Name,Team,W,L,G,IP,K9,BB9,HR9,BABIP,LOB,GB,HRFB,ERA,FIP,xFIP,ID,release_pos_x,release_pos_z,release_pos_y,release_speed,pfx_x,pfx_z,release_spin_rate,spin_axis,n_pitches
2023,Michael Grove,LAD,0,0,2,2.0,9.0,9.0,4.5,0.0,1.0,0.6,1.0,4.5,10.76,5.08,675627,-1.3040575916230366,6.066719022687609,53.81711169284468,88.00828970331588,0.05475567190226876,0.3462129144851658,2316.6465968586385,120.46684118673647,6.0
2021,Zack Greinke,HOU,0,0,3,6.1,5.68,4.26,1.42,0.286,0.93,0.682,0.25,2.84,5.38,4.44,425844,-1.2651377570818783,6.362479627473807,54.568079161816065,84.55987582460224,-0.0869033760186263,0.5795770275514164,2124.5011673151753,169.17003891050584,9.0
2021,Blake Taylor,HOU,0,0,4,3.1,13.5,5.4,0.0,0.444,0.833,0.444,0.0,2.7,1.97,4.09,642130,0.9018582887700535,6.095026737967914,53.817072192513365,90.21510695187165,-0.3443716577540107,0.918663101604278,2306.01871657754,203.8957219251337,2.0
2017,Jake McGee,COL,0,0,1,0.1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.16,3.16,459429,2.0174070138150904,5.893379383634431,54.41401700318809,93.85632306057386,0.7735069075451647,1.3847821466524972,2238.1442411194835,152.88416578108396,3.0
2022,Yimi García,TOR,0,0,2,1.0,9.0,0.0,0.0,0.333,1.0,0.667,0.0,0.0,1.11,2.59,554340,-2.689422521655438,5.1052069297401355,54.7720885466795,91.14398460057748,-0.47189605389797884,0.6794225216554379,2424.2343297974926,199.327868852459,5.0
2019,CC Sabathia,NYY,0,0,2,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,6.21,8.2,282332,2.319786003470214,5.899467900520532,53.81267784846732,85.02134181607866,-0.009340659340659342,0.594598033545402,2136.5433871932973,189.58126084441875,5.0
2023,Erik Swanson,TOR,0,0,2,1.1,13.5,20.25,0.0,0.0,1.0,1.0,0.0,0.0,7.01,7.01,657024,-1.0921246458923513,6.038508026440038,53.79724268177526,88.35552407932012,-0.7115108593012276,0.8675165250236072,1754.142857142857,206.22611163670766,3.0
2023,Bryse Wilson,MIL,0,0,1,0.1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.26,3.26,669060,-2.9561245674740486,5.682664359861591,53.96941176470588,89.97223183391003,-0.2846712802768166,0.7037456747404844,2163.829289428076,184.65511265164645,6.0
2021,Jonathan Loáisiga,NYY,0,0,1,1.0,18.0,27.0,0.0,0.0,0.3329999999999999,1.0,0.0,18.0,8.17,8.17,642528,-2.04273732718894,5.6096589861751145,53.92510599078341,94.20552995391705,-0.7691428571428571,0.8149861751152073,2339.116129032258,181.83870967741936,5.0
2019,Giovanny Gallegos,STL,0,0,5,4.1,12.46,6.23,0.0,0.3,0.833,0.3,0.0,2.08,2.52,4.36,606149,-2.2468518518518517,6.573968253968254,55.201904761904764,89.95917107583774,-0.48001763668430336,0.8506084656084656,2342.594522968198,189.13844797178132,3.0
2024,Andrew Walters,CLE,0,0,4,3.0,12.0,6.0,0.0,0.167,0.667,0.3329999999999999,0.0,3.0,2.5,4.52,689958,-2.766742424242424,5.909621212121213,53.8080303030303,92.11515151515152,-0.0453030303030303,0.976969696969697,2416.4848484848485,157.93939393939394,2.0
2023,José Leclerc,TEX,1,1,13,13.2,9.22,3.95,1.98,0.188,0.926,0.286,0.1669999999999999,3.29,5.38,4.7,600917,-1.5328863868986695,5.9828761514841355,54.90227226202661,89.5300921187308,-0.025117707267144324,0.950849539406346,2469.4506172839506,162.28909465020575,5.0
2021,Garrett Richards,BOS,0,0,1,0.1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.17,3.17,572070,-2.3903603603603605,5.789232089232089,54.545366795366796,90.39824109824109,0.14622479622479623,0.17305019305019304,2571.7621505376346,143.05118279569894,6.0
2024,Tanner Bibee,CLE,0,1,4,15.2,9.19,2.3,1.15,0.395,0.8190000000000001,0.356,0.118,3.45,4.12,4.11,676440,-2.2817713083128726,6.177600841809891,53.893216415292876,88.70904945633112,-0.025948789898281307,0.7939950894423009,2431.306208347948,158.33637320238512,6.0
2019,Shane Greene,ATL,0,0,2,2.2,10.12,3.37,0.0,0.444,0.8,0.222,0.0,3.37,2.09,4.33,572888,-1.8903055848261328,6.052181243414121,55.17967334035827,88.3805057955743,-0.15660695468914648,0.6525395152792413,2354.492569002123,178.20021074815597,6.0
2023,JT Chargois,MIA,0,0,1,0.2,0.0,13.5,0.0,0.333,1.0,0.3329999999999999,0.0,0.0,7.76,12.72,608638,-1.866628733997155,5.267809388335704,54.180412517780944,92.09530583214794,-0.7312375533428164,0.42399715504978663,2414.6714082503554,172.29445234708393,3.0
2021,Eduardo Rodriguez,BOS,1,1,3,12.2,9.95,1.42,0.71,0.273,0.472,0.353,0.067,4.97,2.46,3.52,593958,1.7625946343256158,5.829029768467476,54.45444689452407,89.29694965086365,0.6543182653436237,0.8073906651966188,2101.528870908422,155.94152261860978,5.0
2024,Jared Koenig,MIL,0,0,1,0.2,0.0,0.0,0.0,0.333,1.0,0.667,0.0,0.0,3.17,3.17,657649,2.75937069813176,5.878525073746313,54.285063913471,91.65496558505409,0.5996165191740412,0.6853294001966569,2348.8466076696163,168.00196656833825,5.0
2024,Erik Sabrowski,CLE,0,0,5,5.1,13.5,5.06,1.69,0.273,0.893,0.25,0.1669999999999999,1.69,4.29,3.55,681870,1.2012626262626263,6.039595959595959,53.64156565656566,88.14343434343435,0.22651515151515153,0.8052525252525252,2578.8535353535353,206.27272727272728,3.0
2023,Génesis Cabrera,TOR,0,0,1,0.2,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.74,-2.74,650893,1.6048731501057083,5.875232558139535,54.36087737843552,91.35792811839325,0.38392177589852006,0.7715961945031712,2193.538628944505,173.02176278563655,5.0
2021,T.J. McFarland,STL,0,1,1,0.2,0.0,13.5,0.0,0.0,0.0,0.0,0.0,13.5,7.67,12.96,519008,2.07029296875,5.51505859375,54.975234375,86.5017578125,1.22455078125,-0.0264453125,1907.212890625,120.947265625,5.0
2024,Bryan King,HOU,0,0,1,0.2,13.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.17,2.43,687911,2.617403846153846,5.609375,53.95713942307692,87.42716346153846,-0.356875,0.7708413461538461,2255.44080604534,208.21914357682618,4.0
2024,Gregory Soto,BAL,0,0,1,0.2,13.5,13.5,0.0,0.0,1.0,1.0,0.0,0.0,4.67,4.67,642397,1.9334687499999998,5.729375,53.93555208333333,92.6090625,0.62790625,0.5171979166666667,2376.022151898734,182.33966244725738,5.0
2024,Danny Coulombe,BAL,0,0,1,0.2,13.5,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.17,0.17,543056,-0.6900000000000001,6.134399141630902,54.77523605150214,85.13819742489271,-0.3324892703862661,-0.016845493562231757,2583.2875536480688,255.44420600858368,5.0
2017,Ross Stripling,LAD,0,0,5,3.0,6.0,3.0,0.0,0.4,1.0,0.5,0.0,0.0,2.82,4.01,548389,-1.6269059829059829,6.79368376068376,54.95033333333333,88.40521367521367,0.13515384615384615,0.7627863247863248,2329.0216637781627,142.34358974358975,4.0
2024,Brady Singer,KCR,0,0,1,0.1,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.83,-2.83,663903,-1.4062913014160487,5.2622791638570465,53.49649696561025,87.83597437626433,-0.3747741065407957,0.4411631827376939,2342.8182737693865,157.9527983816588,6.0
2023,Kyle Bradish,BAL,0,1,1,4.2,17.36,1.93,0.0,0.583,0.75,0.5,0.0,3.86,0.04,0.4,680694,-1.361819560272934,6.266383623957544,54.05830553449583,90.59632297194845,0.18213419257012886,0.29784306292645946,2389.662228984405,121.67630277672119,5.0
2023,Tim Mayza,TOR,0,0,1,0.1,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,3.26,8.22,641835,1.6489864029666255,6.3237330037082815,53.99347342398023,91.70420271940667,1.0020766378244745,0.5029171817058097,2111.3286978508218,172.83438685208597,2.0
2023,Ryan Brasier,LAD,0,0,1,2.1,11.57,0.0,3.86,0.0,1.0,0.25,0.5,3.86,6.26,2.1,518489,-1.480909090909091,5.707749445676275,53.61713968957872,91.4390243902439,-0.20311529933481154,0.7443015521064301,2369.3006681514476,166.2260579064588,4.0
2018,Justin Wilson,CHC,0,0,1,0.1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.16,3.16,458677,1.1981721470019344,6.535609284332688,54.75021276595745,93.06731141199226,0.16118955512572533,1.3124274661508704,2379.523198420533,183.81624758220502,3.0
2022,Brooks Raley,TBR,0,0,1,1.0,18.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,5.11,6.59,548384,2.9547990543735225,5.555437352245862,54.796288416075654,85.5983451536643,-0.05644208037825059,0.26243498817966904,2517.5751479289943,192.91952662721894,5.0
2023,Zac Gallen,ARI,2,3,6,33.2,6.42,3.74,1.6,0.26,0.7709999999999999,0.431,0.176,4.54,5.48,4.84,668678,-2.7925000000000004,5.906785714285715,53.908405172413794,89.52155172413794,-0.14896551724137932,0.6239008620689656,2234.654736192533,163.65535328602283,6.0
2024,Caleb Ferguson,HOU,0,0,1,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.17,3.17,657571,2.366212765957447,5.645840425531915,53.99482978723404,89.95957446808511,0.2339255319148936,0.6073510638297872,2442.88152173913,183.125,5.0
2018,Max Fried,ATL,0,0,4,2.1,3.86,3.86,3.86,0.0,1.0,0.3329999999999999,0.3329999999999999,3.86,9.16,5.71,608331,1.5214711033274957,6.148844133099825,54.319036777583186,86.49019264448337,0.12388791593695271,0.18316987740805604,2206.3929824561405,205.68476357267951,5.0
2021,Camilo Doval,SFG,0,1,3,3.2,4.91,0.0,0.0,0.182,0.667,0.273,0.0,2.45,2.9,6.27,666808,-1.9546681415929203,5.483738938053097,53.986017699115045,91.52898230088495,0.18015486725663718,0.35502212389380533,2536.7973273942093,125.49443207126949,3.0
2018,Adam Cimber,CLE,0,0,2,2.0,0.0,4.5,0.0,0.286,0.667,0.143,0.0,4.5,4.66,6.31,643256,-3.5378201058201055,2.069798941798942,54.118708994708996,84.50539682539683,-1.0098306878306877,-0.11628571428571428,2179.9014830508477,262.3047619047619,3.0
2017,Rick Porcello,BOS,0,0,2,4.0,9.0,6.75,0.0,0.417,0.778,0.25,0.0,4.5,4.16,6.38,519144,-1.3549287833827892,6.112777448071217,54.48353412462908,86.71240356083085,-0.50213353115727,0.6993264094955489,2415.7806547619048,184.67922848664688,5.0
2019,Taylor Rogers,MIN,0,0,1,2.0,9.0,0.0,0.0,0.4,0.5,0.6,0.0,4.5,1.21,2.21,573124,1.6770384615384615,5.5028749999999995,54.87736538461538,88.34653846153846,0.22985576923076925,0.3842884615384616,2303.671548117155,186.35961538461538,4.0
2017,Andrew Chafin,ARI,1,0,3,0.2,0.0,0.0,0.0,0.667,0.5,0.0,0.0,13.5,3.16,8.49,605177,1.7318814139110603,6.039600912200684,54.12224629418472,89.22907639680729,0.5746978335233751,0.6151197263397948,2187.1141552511417,178.11858608893957,4.0
2022,Nick Sandlin,CLE,0,0,1,0.2,13.5,13.5,0.0,0.0,1.0,1.0,0.0,0.0,4.61,4.61,680704,-3.3014864864864863,4.339081081081082,53.942324324324325,86.58972972972973,-0.1505135135135135,0.4775405405405405,2342.7818428184282,175.2520325203252,4.0
2021,Tanner Houck,BOS,1,0,5,10.1,8.71,0.0,2.61,0.167,0.526,0.296,0.214,5.23,5.3,3.92,656557,-2.931235857267189,5.314952132288947,54.367528285465625,89.8585726718886,-0.07181026979982594,0.2868146214099217,2228.074074074074,176.06084656084656,4.0
2022,Miles Mikolas,STL,0,1,1,4.1,6.23,2.08,2.08,0.091,0.769,0.364,0.2,4.15,6.11,4.82,571945,-2.0624270304568526,6.562151015228427,54.07977157360406,87.77055837563451,-0.1644701776649746,0.4208439086294416,2326.6208651399493,159.51017811704835,6.0
2021,Reynaldo López,CHW,0,0,1,2.0,9.0,4.5,4.5,0.0,1.0,0.4,0.5,4.5,9.17,4.43,625643,-1.5709488272921108,5.781140724946695,54.16506396588486,91.46855010660981,-0.2286780383795309,0.9236140724946695,2212.6087420042645,180.02025586353943,4.0
2023,Andrew Saalfrank,ARI,0,0,11,5.2,3.18,12.71,0.0,0.188,0.75,0.75,0.0,3.18,7.31,7.9,685314,1.2964102564102564,6.180641025641025,54.45929487179487,89.17820512820512,0.47544871794871796,0.07711538461538463,2122.5384615384614,218.41666666666666,2.0
2019,Jake Diekman,OAK,0,0,1,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.21,9.18,518617,4.038243243243243,5.392381756756757,54.425177364864865,90.7772804054054,0.42033783783783785,0.34430743243243245,2451.1511520737326,204.4670608108108,4.0
2019,Tyler Webb,STL,0,0,5,3.1,13.5,2.7,0.0,0.444,0.5,0.778,0.0,5.4,2.01,2.61,643778,2.0368898978433596,6.765175936435869,54.26513053348468,85.85017026106696,0.31120317820658344,1.0945743473325766,2112.2670454545455,186.3950056753689,4.0
2021,Adam Ottavino,BOS,0,0,5,4.0,6.75,0.0,2.25,0.182,1.0,0.5,0.25,2.25,4.92,3.43,493603,-2.448193717277487,5.543115183246073,53.591972076788835,87.74877835951135,0.3099214659685864,0.3885427574171029,2543.301047120419,141.56195462478186,6.0
2017,Kyle Hendricks,CHC,1,1,3,16.0,10.13,2.81,2.25,0.295,0.862,0.457,0.267,3.94,5.28,3.7,543294,-2.265655629139073,6.120105960264901,54.396790286975715,82.76562224183583,-0.5937483443708609,0.9733907284768212,2063.4777041942607,203.26975717439294,5.0
2021,Kervin Castro,SFG,0,0,2,1.1,0.0,13.5,0.0,0.0,1.0,0.5,0.0,0.0,7.67,8.99,665645,-1.1112935323383084,5.884278606965174,53.69651741293532,90.86019900497513,-0.00537313432835821,0.7462189054726368,2195.6414141414143,151.5,4.0
2017,Francisco Liriano,HOU,0,1,5,2.1,7.71,3.86,3.86,0.167,1.0,0.5710000000000001,1.0,3.86,8.3,3.49,434538,0.9724252873563218,5.732390804597702,54.32213793103448,89.19597701149425,0.6155689655172414,0.7571609195402299,2068.332179930796,160.01666666666668,5.0
2021,Josh Hader,MIL,0,1,2,2.0,13.5,4.5,4.5,0.25,1.0,0.8,1.0,4.5,8.17,2.55,623352,3.16402489626556,5.218454356846473,53.85974066390042,92.22375518672199,0.5220228215767635,1.0157883817427387,2146.4144736842104,182.88377192982455,4.0
2024,Adrian Morejon,SDP,0,1,2,2.1,3.86,7.71,0.0,0.286,0.75,0.429,0.0,3.86,4.88,6.82,670970,2.3118327067669173,5.813486842105263,54.09622180451127,92.55770676691729,0.44537593984962404,0.5313815789473684,2419.7619943555974,188.39134524929446,5.0
2018,Jonathan Holder,NYY,0,0,1,2.0,4.5,4.5,0.0,0.286,0.667,0.429,0.0,4.5,3.66,5.31,656547,-1.5038215324927255,6.063385063045587,54.37343355965083,88.564694471387,-0.10891367604267702,0.7856450048496605,2318.0896273917424,168.7109602327837,5.0
2024,Tim Mayza,NYY,0,0,3,2.1,3.86,7.71,0.0,0.25,1.0,0.625,0.0,0.0,4.88,6.18,641835,1.641217510259918,6.29764705882353,53.835731874145004,91.00027359781122,0.8972229822161423,0.54109439124487,2116.4293706293706,166.15384615384616,4.0
2022,Edwin Díaz,NYM,0,0,2,2.2,6.75,3.38,0.0,0.286,1.0,0.833,0.0,0.0,2.74,2.74,621242,-2.211896551724138,4.98917025862069,53.31011853448276,94.25064655172415,-0.3996336206896552,0.6797844827586207,2306.645474137931,206.92349137931035,2.0
2023,Alex Vesia,LAD,0,0,2,2.0,9.0,0.0,4.5,0.0,1.0,0.2,0.5,4.5,7.76,2.91,681911,1.0509495896834702,5.693950762016412,54.055674091441965,91.67596717467761,0.17516998827667055,1.1963540445486518,2382.909411764706,176.16823529411764,4.0
2023,Louis Varland,MIN,0,0,2,0.2,13.5,0.0,0.0,0.667,1.0,0.0,0.0,0.0,0.26,2.74,686973,-1.7127589367552702,5.455820348304308,53.58138405132906,90.82933088909257,-0.20287809349220898,0.8049129239230064,2219.6005586592178,182.18249534450652,5.0
2022,Mychal Givens,NYM,0,0,2,1.1,20.25,6.75,0.0,0.667,0.3329999999999999,0.667,0.0,13.5,0.86,0.86,571710,-2.749647404505387,4.550323212536729,54.22833496571988,88.70235063663075,-0.2878256611165524,0.5314691478942214,2403.3617647058823,208.66764705882352,4.0
2022,Kenley Jansen,ATL,0,0,2,2.0,9.0,0.0,4.5,0.0,1.0,0.4,0.3329999999999999,4.5,7.61,3.33,445276,-1.1859244532803181,6.700029821073558,53.59104373757456,91.09483101391649,0.4174751491053678,1.176441351888668,2477.2250996015937,152.351593625498,3.0
2017,Tyler Olson,CLE,0,0,3,2.0,9.0,0.0,0.0,0.2,1.0,0.6,0.0,0.0,1.16,2.94,621397,3.3632775919732443,5.462274247491639,55.173110367892974,82.07391304347826,-0.44143812709030106,0.28872909698996657,2331.4664429530203,200.33110367892976,4.0
2023,Joe Ryan,MIN,0,0,1,2.0,4.5,0.0,4.5,0.167,1.0,0.429,0.25,4.5,8.76,5.56,657746,-2.615836749906821,5.000633619083116,54.00234066343645,88.10544166977265,-0.6138948937756242,0.765232948192322,2045.1421091997008,204.35340314136127,5.0
2017,David Robertson,NYY,2,0,8,13.0,11.08,2.77,1.38,0.31,0.738,0.419,0.222,4.15,3.62,2.85,502085,-2.563998054474708,5.6787548638132295,54.08490272373541,87.37577821011674,0.3708949416342412,0.48170233463035017,2596.607247796278,122.13326848249027,6.0
2017,Collin McHugh,HOU,0,0,2,6.0,10.5,6.0,1.5,0.0,0.556,0.3329999999999999,0.143,4.5,4.99,4.9,543521,-1.4100463392029658,5.705199258572752,54.260426320667285,84.68313253012049,-0.12065801668211307,0.44746987951807227,2427.9990592662275,154.53846153846155,6.0
2017,Carlos Estévez,COL,0,0,1,0.1,27.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,-2.84,-2.84,608032,-2.238539130434783,6.063321739130434,54.39093913043478,94.71773913043478,-0.15660869565217392,1.1663826086956521,2253.6344086021504,179.42608695652174,4.0
2023,Jack Flaherty,BAL,0,0,1,2.0,4.5,13.5,0.0,0.333,0.8,0.667,0.0,4.5,6.76,7.58,656427,-2.5319749335358903,5.406980630459552,53.72452715533612,86.94048613748575,0.2878313710596278,0.4159096088112419,2352.576367781155,147.4684650455927,7.0
2018,Randy Rosario,CHC,0,0,1,0.1,0.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,12.16,17.12,600968,2.3203830369357044,6.227004103967167,55.23942544459644,90.3673050615595,0.4521203830369357,0.5200410396716826,2037.4083094555874,177.4268125854993,5.0
2022,Corey Kluber,TBR,0,1,1,1.2,5.4,0.0,5.4,0.0,1.0,0.6,0.5,5.4,9.71,3.69,446372,-1.8347555012224939,5.329718826405868,54.13183374083129,85.16210268948655,-0.03160554197229014,0.5338712306438468,2289.871230643847,167.40342298288508,5.0
2017,Archie Bradley,ARI,0,0,3,6.0,7.5,4.5,3.0,0.222,0.968,0.55,0.4,3.0,7.32,4.47,605151,-1.9376835664335665,5.949720279720279,54.25681818181818,93.1381118881119,-0.47842657342657346,0.8511975524475525,2290.645979020979,177.44055944055944,5.0
2017,Trevor Bauer,CLE,1,1,2,8.1,11.88,3.24,0.0,0.286,0.556,0.476,0.0,0.0,1.6,2.88,545333,-1.449154213036566,5.673898251192369,54.593958664546896,87.80337042925278,-0.31811764705882356,0.3943116057233704,2341.1703296703295,150.4658187599364,5.0
2017,Austin Maddox,BOS,0,0,2,2.0,9.0,9.0,4.5,0.4,1.0,0.1669999999999999,0.25,4.5,10.66,7.72,545348,-1.4684644194756553,6.081123595505618,54.69205992509364,91.6067415730337,-1.1652808988764045,1.1805992509363297,2326.007490636704,228.9250936329588,4.0
2023,Brad Hand,ATL,0,0,1,1.0,18.0,9.0,9.0,0.0,1.0,0.0,1.0,9.0,15.26,3.91,543272,2.6018782249742,6.104055727554179,54.699576883384935,86.81971104231167,-0.06362229102167183,0.4502579979360165,2333.348140495868,214.2448347107438,3.0
2024,Yennier Cano,BAL,0,0,1,1.1,6.75,6.75,0.0,0.5,1.0,1.0,0.0,0.0,3.92,3.92,666974,-2.2306051587301585,5.472083333333333,54.41681547619048,93.67847222222221,-1.1235416666666667,0.027688492063492064,2069.9593253968255,232.46130952380952,4.0
2024,Luke Jackson,ATL,0,0,1,2.0,9.0,0.0,4.5,0.0,1.0,0.4,0.5,4.5,7.67,2.68,592426,-2.177622682660851,6.513958560523446,53.7171973827699,89.27011995637949,-0.09998909487459105,0.08721919302071975,2295.5081788440566,84.9989094874591,4.0
2017,Brandon Morrow,LAD,0,0,14,13.2,7.9,1.32,1.98,0.222,0.795,0.41,0.176,3.95,4.69,4.05,453344,-1.8953936348408709,6.208408710217755,54.30113902847571,94.90083752093803,-0.11145728643216081,1.1312395309882748,2363.206093189964,166.22948073701843,3.0
2021,Brooks Raley,HOU,0,0,8,6.2,5.4,4.05,0.0,0.304,0.5,0.304,0.0,6.75,3.32,6.23,548384,2.5984046242774563,5.882265895953757,54.795549132947976,85.47849710982658,-0.3857341040462428,0.395514450867052,2606.806936416185,212.97225433526012,6.0
2017,Brad Peacock,HOU,0,0,7,12.1,11.68,2.92,1.46,0.344,0.7240000000000001,0.273,0.111,5.11,3.89,4.38,502748,-2.088125556544969,5.131157613535174,54.50207034728406,86.67074799643811,-0.4018254674977738,0.6497016918967052,2419.3884711779447,178.30988423864648,5.0
2023,Chris Devenski,TBR,0,0,1,2.0,0.0,0.0,0.0,0.143,1.0,0.5710000000000001,0.0,0.0,3.26,4.91,606965,0.04002941176470588,6.456323529411765,54.163691176470586,85.95367647058823,-0.7877794117647058,0.6288235294117648,1925.3392857142858,195.98214285714286,5.0
2017,Carson Smith,BOS,0,0,2,1.1,6.75,13.5,0.0,0.5,1.0,0.75,0.0,0.0,6.16,6.16,605476,-1.7796491228070175,5.279473684210527,54.735350877192985,88.35175438596491,-0.11973684210526314,0.04964912280701755,2543.589285714286,181.93859649122808,4.0
2021,Drew Smyly,ATL,1,0,3,7.1,9.82,2.45,1.23,0.364,0.66,0.435,0.111,6.14,3.99,4.38,592767,1.8990832553788586,6.59478484565014,54.754017773620205,86.0221702525725,0.40144527595884,0.8042984097287184,2076.3119738072965,105.89382600561272,3.0
2023,A.J. Minter,ATL,1,0,3,2.1,3.86,7.71,0.0,0.333,0.8,0.222,0.0,0.0,4.97,9.22,621345,2.457401129943503,5.773568738229755,54.17934086629002,92.06836158192091,0.25778719397363464,0.8135875706214689,2367.3402646502836,172.25803402646503,3.0
2022,David Peterson,NYM,0,0,2,2.0,9.0,0.0,0.0,0.333,0.5,0.4,0.0,4.5,1.11,2.59,656849,2.0900741132874536,5.87643197458973,53.468533615669664,88.89428268925357,0.5403548728813559,0.6036209634727369,2092.6071995764955,186.35944944415036,5.0
2021,Hunter Strickland,MIL,0,0,3,2.1,7.71,0.0,0.0,0.375,1.0,0.375,0.0,0.0,1.46,4.48,519326,-2.9329795918367347,6.002887755102041,54.40707142857143,90.1838775510204,0.10371428571428572,0.645030612244898,2511.8831967213114,154.1127049180328,4.0
2017,Oliver Pérez,WSN,1,0,2,1.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,3.16,4.94,424144,2.3390515806988352,5.404043261231281,54.54697171381032,87.08519134775374,0.26276206322795337,0.7618968386023294,2129.3916811091854,187.79534109816973,3.0
2019,Joe Ross,WSN,0,1,2,7.0,1.29,2.57,2.57,0.182,0.769,0.583,0.3329999999999999,5.14,7.5,5.49,605452,-3.1131722319859403,5.733057996485062,54.13690685413005,91.19481546572935,-0.6636994727592267,0.7316959578207382,2044.8263950398582,197.5456942003515,5.0
2019,Rich Hill,LAD,0,0,1,2.2,6.75,13.5,0.0,0.286,0.833,0.286,0.0,3.37,6.21,9.2,448179,1.5300724637681158,5.911915113871635,54.54566252587992,82.74233954451347,-0.2614285714285714,0.2687991718426501,2665.3726708074532,222.18840579710144,7.0
2021,Jake McGee,SFG,0,0,3,2.2,3.38,0.0,3.38,0.125,0.0,0.3329999999999999,0.25,6.75,7.3,5.07,459429,1.9399316628701595,5.72749430523918,54.383109339407746,93.63952164009112,0.8429384965831436,1.1779271070615034,2120.1824480369514,143.85219399538107,2.0
2019,Héctor Rondón,HOU,0,0,4,1.1,6.75,6.75,0.0,0.5,0.75,0.1669999999999999,0.0,6.75,3.96,5.46,444468,-1.7144547325102881,5.839650205761317,54.356203703703706,92.89454732510288,-0.38195473251028805,0.6895370370370371,2145.9051819184124,170.98251028806584,4.0
2019,Julio Teheran,ATL,0,1,2,1.2,10.8,5.4,0.0,0.25,0.5,0.25,0.0,5.4,2.61,5.0,527054,-2.633322346736981,4.901710613052077,54.46821357943309,86.58302570863547,-0.48248187211601845,0.6301054713249835,2372.4120026972355,198.2340145023072,5.0
2022,Andrés Muñoz,SEA,1,0,5,5.2,14.29,4.76,1.59,0.385,0.789,0.429,0.3329999999999999,4.76,3.82,2.31,662253,-1.97119140625,5.216806640625,54.055224609375,92.67001953125,-0.12276367187500001,0.672470703125,2248.3761018609207,163.2869735553379,3.0
2019,Dallas Keuchel,ATL,0,0,2,8.0,4.5,4.5,3.38,0.25,1.0,0.615,0.429,4.5,8.59,5.45,572971,1.3764109442060086,6.0273229613733905,54.61143776824034,85.52564377682403,0.5801233905579398,0.40879291845493565,1999.1050646551723,148.35085836909872,5.0
2017,Alan Busenitz,MIN,0,0,1,0.1,0.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,12.16,17.49,641427,-1.8494433399602386,5.95751491053678,54.93902584493042,92.05328031809145,-0.34083499005964213,0.9522664015904573,2574.5557768924305,162.98807157057655,4.0
2018,Joakim Soria,MIL,1,0,7,4.2,15.43,5.79,0.0,0.455,0.5,0.182,0.0,7.71,1.66,3.43,465657,-2.2965138490926456,5.62847182425979,54.206275071633236,88.20850047755492,-0.10196752626552054,0.8075453677172875,2195.693192713327,177.43170964660936,5.0
2024,Cionel Pérez,BAL,0,1,1,0.1,27.0,0.0,0.0,1.0,0.5,0.5,0.0,27.0,-2.83,1.7,672335,1.4764120370370368,5.513425925925926,54.588854166666664,91.31782407407408,0.17629629629629628,0.3139351851851852,2301.207175925926,212.74537037037038,4.0
2024,Eli Morgan,CLE,0,0,6,4.0,13.5,4.5,0.0,0.222,0.5,0.222,0.0,2.25,1.67,3.56,669212,-0.490092879256966,5.674179566563468,54.02244582043344,87.11780185758514,-0.5571671826625387,0.684922600619195,2279.2569659442725,208.40557275541795,3.0
2021,Hirokazu Sawamura,BOS,0,0,3,2.0,9.0,9.0,0.0,0.333,0.8,0.1669999999999999,0.0,4.5,5.67,6.55,617228,-1.5857733050847458,5.757552966101695,54.14715042372882,92.81949152542373,-0.4969703389830508,0.8221927966101694,1845.2813163481953,199.0488322717622,3.0
2024,Michael Wacha,KCR,0,1,2,8.2,5.19,4.15,1.04,0.321,0.7140000000000001,0.345,0.111,5.19,4.9,4.97,608379,-1.6337778631821676,6.520857033051499,53.73904304381245,86.67947732513451,-0.5296887009992314,0.7107033051498847,1923.5933897002305,194.59223674096847,6.0
2024,José Alvarado,PHI,0,0,1,0.2,13.5,27.0,0.0,0.5,0.3329999999999999,0.0,0.0,27.0,9.17,11.43,621237,1.0307794676806086,6.652728136882129,53.680437262357415,95.64714828897338,0.5986977186311787,0.9406558935361217,2083.5816929133857,158.02066929133858,4.0
2022,Penn Murfee,SEA,0,1,2,2.2,3.38,0.0,3.38,0.3,1.0,0.182,0.1669999999999999,3.38,7.24,5.69,682171,-3.9155732801595216,4.177696909272183,54.15619142572284,84.26251246261216,0.548444666001994,0.3877766699900299,2448.5414585414587,155.57642357642357,3.0
