Season,Name,Team,W,L,G,IP,K9,BB9,HR9,BABIP,LOB,GB,HRFB,ERA,FIP,xFIP,ID,release_pos_x,release_pos_z,release_pos_y,release_speed,pfx_x,pfx_z,release_spin_rate,spin_axis,n_pitches
2019,Gerrit Cole,HOU,4,1,5,36.2,11.54,2.7,0.98,0.224,0.947,0.367,0.108,1.72,2.97,3.56,543037,-2.0340803571428574,5.842809523809524,54.39234226190476,92.42532738095237,-0.369422619047619,0.7708095238095238,2558.9619304556354,165.48898809523808,5.0
2019,Stephen Strasburg,WSN,5,0,6,36.1,11.64,0.99,0.99,0.299,0.88,0.462,0.154,1.98,2.39,2.38,544931,-2.434531480934082,5.843721548921076,53.78866095181792,88.6745492166716,-0.4243955069464972,0.362151936151345,2245.1349182763743,180.0292639668933,5.0
2021,Tyler Matzek,ATL,3,0,13,15.2,13.79,2.3,0.0,0.313,0.7859999999999999,0.29,0.0,1.72,0.87,2.79,554431,1.847549295774648,6.241380281690141,54.17262910798122,92.62272300469483,0.12164319248826293,0.8817840375586855,2569.7453007518798,200.2265037593985,3.0
2017,Masahiro Tanaka,NYY,2,1,3,20.0,8.1,1.35,0.0,0.196,0.846,0.5489999999999999,0.0,0.9,1.81,3.14,547888,-1.7365799786248663,5.238884930530816,54.82261845386534,87.47228357677236,-0.49816108339272985,0.5054526015680684,2068.5314685314684,194.10366939793374,6.0
2023,Zack Wheeler,PHI,3,0,5,27.2,11.39,0.98,0.98,0.226,0.823,0.446,0.111,1.95,2.46,2.66,554430,-2.01651030110935,5.397112519809825,53.32587004754358,91.90196513470681,-0.20454516640253567,0.6743993660855785,2515.747298156389,175.12873490146217,6.0
2019,Max Scherzer,WSN,3,0,6,30.0,11.1,4.5,1.2,0.246,0.921,0.3379999999999999,0.121,2.4,3.98,4.44,453286,-3.509014084507042,5.2240556157457565,54.569631635969664,89.60046948356808,-0.5523365836041892,0.6454568436258578,2336.5457552370453,188.40628385698807,5.0
2017,Justin Verlander,HOU,4,1,6,36.2,9.33,1.96,0.74,0.224,0.8270000000000001,0.253,0.06,2.21,2.97,4.33,434378,-2.38332766921552,6.388790710846785,54.68622769753611,91.05046728971963,-0.5766185216652506,0.851849334466157,2549.887439750496,179.9207023506089,6.0
2023,Merrill Kelly,ARI,3,1,4,24.0,10.5,3.0,1.5,0.157,0.972,0.4,0.138,2.25,4.09,3.92,518876,-1.7396931858722795,5.511905101676775,54.29534427399215,89.67491972886192,-0.5745237245808064,0.5588048519443454,2304.3884917798428,202.4710507505361,6.0
2023,Josh Sborz,TEX,0,0,10,12.0,9.75,3.0,0.0,0.154,0.875,0.5,0.0,0.75,2.09,3.47,622250,-0.9443045563549161,6.236223021582734,54.39778177458034,90.71726618705036,0.09804556354916066,0.3797002398081535,2219.285714285714,151.10084033613447,3.0
2022,Zack Wheeler,PHI,1,3,6,35.2,8.33,1.77,0.5,0.191,0.662,0.505,0.059,2.78,2.92,3.6,554430,-1.647069550466497,5.5092578456318915,53.273070398642915,92.55593723494486,-0.43236217133163696,0.7913443596268024,2396.3549618320612,189.69508057675998,5.0
2023,Aaron Nola,PHI,3,1,4,23.0,9.0,1.57,0.78,0.271,0.8420000000000001,0.492,0.095,2.35,3.04,3.42,605400,-2.0077097505668933,5.168445092322643,53.6619987042436,86.98192419825074,-0.3917136378360868,0.31198574667962425,2282.516590761223,172.96031229668185,5.0
2023,Ranger Suárez,PHI,1,1,4,18.2,9.16,0.96,0.48,0.245,0.809,0.531,0.059,1.93,2.24,3.05,624133,1.7382402372713792,5.877755808205635,54.22982204646564,87.15620365793376,0.49718734552644583,0.3337666831438458,1914.1299800796812,172.00249003984064,6.0
2023,Kevin Ginkel,ARI,1,0,10,11.2,11.57,3.86,0.0,0.308,1.0,0.542,0.0,0.0,1.97,3.39,656464,-2.232492890995261,6.430739336492891,53.64692890995261,91.71933649289099,-0.39975355450236966,0.5857156398104265,2392.7606837606836,153.66951566951568,3.0
2021,Ian Anderson,ATL,2,0,4,17.0,8.47,3.71,0.53,0.19,0.904,0.395,0.05,1.59,3.64,4.95,666120,-1.5475816091954022,6.198643678160919,53.6072183908046,89.59112643678162,-0.46211494252873564,0.8929885057471264,1888.4523261169968,170.0884385076002,5.0
2023,Nathan Eovaldi,TEX,5,0,6,36.2,10.06,2.45,0.74,0.286,0.794,0.5,0.12,2.95,2.98,3.05,543135,-2.4032213261648745,5.522495519713261,53.641586021505375,89.29560931899641,-0.5622222222222223,0.515905017921147,2020.7720090293453,195.96388261851015,6.0
2018,Nathan Eovaldi,BOS,2,1,6,22.1,6.45,1.21,0.4,0.215,0.7829999999999999,0.508,0.05,1.61,2.71,3.61,543135,-2.831955182072829,5.9467058823529415,54.64287394957983,92.72649859943976,-0.3923921568627451,0.7286778711484594,2134.194997157476,191.59271708683474,5.0
2021,Logan Webb,SFG,1,0,2,14.2,10.43,0.61,0.0,0.257,0.9,0.6,0.0,0.61,1.06,1.66,657277,-1.8785275519421862,5.110388437217705,53.75439024390244,88.3715898825655,-0.4753703703703704,-0.039539295392953935,2048.18422252622,197.02234382124942,5.0
2021,Will Smith,ATL,2,0,11,11.0,6.55,2.45,0.0,0.179,1.0,0.37,0.0,0.0,2.53,4.46,519293,1.5322520852641335,6.681167747914736,54.21586654309546,86.66506024096385,-0.005977757182576461,0.7222150139017609,2254.760889712697,233.35866543095457,3.0
2018,Josh Hader,MIL,0,0,7,10.0,14.4,0.9,0.0,0.278,1.0,0.353,0.0,0.0,0.26,1.58,623352,3.5010030395136775,5.098259878419453,53.85655015197568,91.8733282674772,0.5210866261398176,1.1722416413373862,2121.099456099456,167.6079027355623,3.0
2022,Framber Valdez,HOU,3,0,4,25.0,11.88,2.88,0.36,0.245,0.787,0.648,0.083,1.44,2.07,2.26,664285,0.8689960238568589,6.071477799867463,54.58864479787939,88.18962889330682,0.4204307488402915,-0.09485089463220675,2380.0567164179106,210.14162520729684,5.0
2022,Nick Martinez,SDP,0,1,7,11.0,9.0,0.82,0.82,0.087,1.0,0.417,0.091,0.82,2.84,3.14,607259,-1.8187616279069767,6.037959302325582,54.56976744186046,87.18529069767443,-0.5683604651162791,0.543343023255814,2230.445930232558,186.9279069767442,5.0
2019,Andrew Miller,STL,0,0,6,5.0,10.8,3.6,0.0,0.111,1.0,0.111,0.0,0.0,2.61,5.4,453192,2.2294588969823104,5.481311134235171,54.01373569198751,86.26201873048907,-0.32274713839750263,0.4181165452653486,2398.4503657262276,225.01977107180022,4.0
2022,Ryan Pressly,HOU,0,0,10,11.0,10.64,2.45,0.0,0.167,0.889,0.4579999999999999,0.0,0.0,2.11,3.46,519151,-0.30860759493670886,6.046610407876231,54.357805907172995,88.88298171589311,0.3577355836849508,0.27756680731364275,2778.187323943662,131.45070422535213,5.0
2023,Pablo López,MIN,2,0,2,12.2,7.11,2.13,0.0,0.289,0.933,0.324,0.0,0.71,2.62,5.1,641154,-2.001984126984127,5.522189153439153,53.338032407407404,89.67645502645502,-0.23164021164021165,0.4747321428571428,2303.983067729084,161.8652058432935,5.0
2018,Corey Knebel,MIL,1,0,9,10.0,12.6,2.7,0.0,0.133,0.833,0.467,0.0,0.9,1.56,2.55,608349,-2.2779069767441857,5.964297269969666,54.30637007077856,92.41688574317493,0.03657229524772498,0.5752780586450961,2519.2305358948433,145.1284125379171,2.0
2017,Stephen Strasburg,WSN,1,1,2,14.0,14.14,1.93,0.0,0.231,0.778,0.48,0.0,0.0,0.66,1.8,544931,-1.9955718035245593,5.934458192725909,53.66610423697038,90.97187851518561,-0.4547169103862017,0.7625459317585302,2240.3455024463683,181.54368203974502,5.0
2023,Phil Maton,HOU,0,0,6,6.0,10.5,1.5,0.0,0.083,1.0,0.636,0.0,0.0,1.42,2.25,664208,-1.382903846153846,5.376576923076923,53.34451923076924,80.64182692307692,1.0695961538461538,-0.0009711538461538464,2823.2323330106487,104.1026137463698,4.0
2018,Pedro Báez,LAD,1,0,10,11.1,11.12,3.97,0.79,0.136,0.921,0.217,0.067,1.59,3.16,4.2,520980,-0.8429605963791267,6.212598509052183,54.36577209797657,92.81309904153355,-0.5561128860489883,1.1369222577209797,2069.637526652452,199.19382321618744,4.0
2022,Cristian Javier,HOU,2,0,3,12.2,11.37,3.55,0.71,0.045,1.0,0.261,0.067,0.71,2.8,3.52,664299,-1.6502427564604543,5.673559122944401,54.5236648394675,88.1620986687549,0.023923257635082226,0.9847102584181675,2466.7325763508225,155.14447924823807,5.0
2017,Kenley Jansen,LAD,1,1,13,16.2,10.8,1.62,1.08,0.167,0.882,0.324,0.095,1.62,3.22,3.9,445276,-1.9614859437751004,6.379287148594378,53.581044176706826,92.55953815261044,0.515281124497992,1.4042670682730924,2580.936170212766,153.8925702811245,3.0
2021,Phil Maton,HOU,0,0,12,12.1,10.22,2.19,0.73,0.258,1.0,0.355,0.091,0.73,2.68,3.2,664208,-1.827657580919932,5.3437819420783645,53.43834752981261,85.69139693356047,0.7020272572402044,0.2864906303236797,2681.7112436115845,134.58517887563883,5.0
2018,Wade Miley,MIL,0,0,4,14.2,5.52,2.45,0.61,0.205,0.952,0.489,0.071,1.23,3.64,4.33,489119,1.8275524475524476,6.399114219114219,54.90804972804973,84.98399378399378,0.1302020202020202,0.47154623154623154,2213.7568412822516,203.64646464646464,6.0
2022,Bryan Abreu,HOU,0,0,10,11.1,15.09,3.18,0.0,0.211,1.0,0.421,0.0,0.0,1.08,2.26,650556,-2.0494210009813543,5.781560353287537,54.05877330716388,91.98488714425908,0.15395485770363102,0.49067713444553485,2574.9351032448376,124.69124877089479,5.0
2019,Walker Buehler,LAD,1,0,2,12.2,10.66,4.26,0.0,0.185,0.917,0.481,0.0,0.71,2.5,3.92,621111,-1.0655351465913105,5.835913104909927,54.41684916990463,92.75132462027553,-0.004761568350406218,0.7868880254327092,2586.0658273381296,156.0929000353232,6.0
2017,David Price,BOS,0,0,2,6.2,8.1,2.7,0.0,0.263,1.0,0.421,0.0,0.0,2.26,4.39,456034,2.44928,6.099456,54.588816,91.01216,0.700616,0.920776,2109.5926222935045,159.2024,5.0
2024,Luke Weaver,NYY,1,0,12,15.1,9.39,1.17,1.17,0.143,0.972,0.417,0.111,1.76,3.36,3.44,596133,-1.6782532751091703,5.7038136826783115,54.514454148471614,92.58646288209607,-0.5241193595342067,1.0905312954876274,2307.2758369723433,206.10917030567686,6.0
2024,Matthew Boyd,CLE,0,0,3,11.2,10.8,4.63,0.0,0.269,0.929,0.462,0.0,0.77,2.57,3.73,571510,2.225695067264574,5.454394618834081,54.242899850523166,85.47384155455904,0.6351718983557548,0.5340508221225709,2242.9342301943198,171.94618834080717,5.0
2017,Jon Lester,CHC,0,0,3,14.1,4.4,5.02,0.63,0.128,0.873,0.308,0.05,1.88,4.76,6.34,452657,2.8872046109510086,5.616173551072687,54.255030419468454,87.5944284341979,0.28185718860070447,0.8697438360550752,2220.1360870957415,177.77649695805314,5.0
2022,Ranger Suárez,PHI,2,0,5,14.2,7.98,3.68,0.61,0.2,0.89,0.625,0.1,1.23,3.66,3.78,624133,2.2485023400936037,5.846314352574103,54.325284711388456,89.14091263650546,0.8114040561622465,0.49939157566302655,1863.7907704341026,153.2107938991005,6.0
2017,Tommy Kahnle,NYY,0,0,7,11.1,7.94,1.59,0.79,0.192,0.758,0.407,0.083,2.38,3.07,3.81,592454,-1.6441871921182265,5.801379310344827,53.91312315270936,94.83950738916256,-0.6062660098522168,1.1496354679802956,2106.1764102564102,202.31724137931033,5.0
2021,Brusdar Graterol,LAD,0,1,8,9.0,7.0,0.0,0.0,0.167,0.833,0.565,0.0,1.0,2.28,3.46,660813,-1.521300191204589,6.268107074569789,54.85948374760994,95.89579349904398,-0.46451242829827916,0.5224474187380498,2231.097701149425,172.46360153256705,4.0
2019,Masahiro Tanaka,NYY,2,1,3,16.0,6.75,2.25,0.56,0.171,0.69,0.476,0.077,2.25,3.46,4.27,547888,-1.938848223896663,5.3495299605310365,54.918245425188374,86.62856117689272,-0.3457301758162899,0.5405202726946537,2072.878328402367,179.00753498385362,6.0
2019,Aníbal Sánchez,WSN,1,1,3,18.0,9.0,2.0,1.0,0.265,0.879,0.265,0.077,2.5,3.66,5.09,434671,-0.11379695053923392,5.873529193008554,54.4369059129788,86.37121606545185,-0.3830234287839346,0.9763480847898848,2081.4928084784256,190.21383413908515,7.0
2023,Ryan Pressly,HOU,1,0,5,6.0,15.0,3.0,0.0,0.222,1.0,0.778,0.0,0.0,0.92,1.2,519151,-0.288896484375,5.97228515625,54.29556640625,88.9525390625,0.368779296875,0.20095703125,2773.2420634920636,131.37400793650792,6.0
2019,Miles Mikolas,STL,1,1,3,12.0,6.75,3.0,0.0,0.27,0.857,0.457,0.0,1.5,2.71,4.87,571945,-1.9641247771836006,6.523019607843137,54.47304099821747,88.55497326203209,-0.21659536541889482,0.37956149732620326,2327.437319884726,154.26631016042782,5.0
2024,Tarik Skubal,DET,1,1,3,19.0,9.47,0.95,0.47,0.25,0.769,0.4579999999999999,0.059,2.37,2.38,3.05,669373,1.703157152924595,6.166162790697674,54.153907681465824,91.95778717406625,0.7168569415081043,0.8430584918957011,2043.0249021700463,151.88438278192814,5.0
2023,Jordan Montgomery,TEX,3,1,6,31.0,4.94,1.45,0.87,0.309,0.82,0.413,0.086,2.9,3.9,4.51,656756,1.7180342465753424,6.6895,53.939815068493154,88.12613013698629,0.7195890410958904,0.6471780821917809,2131.656680440771,182.26308539944904,6.0
2023,Matt Strahm,PHI,0,0,7,5.1,8.44,3.38,0.0,0.231,1.0,0.308,0.0,0.0,2.51,4.37,621381,2.2958199121522695,5.454648609077599,54.23163250366032,90.14590043923866,0.5792459736456809,0.9380453879941434,2500.9170946441673,175.14600146735143,5.0
2021,Ryan Pressly,HOU,0,0,9,9.2,13.03,1.86,0.93,0.25,1.0,0.476,0.125,0.93,2.55,2.66,519151,-0.406234309623431,6.082123430962343,54.36942468619247,90.37991631799163,0.3996966527196653,0.40606694560669454,2767.5555555555557,138.14360587002096,4.0
2023,Ryan Thompson,ARI,1,0,9,11.2,6.17,3.09,0.0,0.324,0.8,0.588,0.0,2.31,2.91,3.9,657044,-3.396036036036036,3.7554504504504505,53.92335585585586,86.26509009009008,-0.267027027027027,-0.11488738738738738,2077.7562076749437,207.93002257336343,4.0
2024,Anthony Banda,LAD,0,0,10,8.0,12.38,6.75,0.0,0.316,0.929,0.421,0.0,1.13,3.42,4.74,607455,2.7562532299741602,5.421085271317829,54.15868217054263,92.39702842377261,0.5865374677002584,0.609405684754522,2160.5645994832043,182.5581395348837,4.0
2018,Matt Barnes,BOS,2,0,10,8.2,9.35,6.23,1.04,0.105,1.0,0.75,0.25,1.04,4.66,3.92,598264,-1.6160018050541516,6.342012635379061,53.96074909747293,91.33853790613719,-0.36264440433212997,0.3830415162454873,2308.3005415162456,138.17960288808663,4.0
2024,Blake Treinen,LAD,2,0,9,12.1,13.14,2.92,0.0,0.387,0.8240000000000001,0.516,0.0,2.19,1.46,2.44,595014,-2.8673134328358207,6.204843962008141,54.90374491180461,89.82632293080054,-0.03476255088195387,0.2782496607869742,2446.483039348711,158.63093622795117,4.0
2024,Cole Ragans,KCR,1,0,2,10.0,11.7,3.6,0.0,0.292,0.909,0.375,0.0,0.9,1.77,3.58,666142,1.1434765875561257,6.335323925593329,54.34093970493906,89.63130211674151,0.667421423989737,0.8327325208466966,2444.51250801796,169.48652982681205,6.0
2019,Zack Britton,NYY,0,0,7,8.0,6.75,6.75,1.13,0.053,1.0,0.55,0.2,1.13,5.59,5.21,502154,0.7767952840300107,6.480032154340836,55.00891747052519,92.80289389067525,0.8093890675241158,0.4447909967845659,2076.0944206008585,144.5198285101822,2.0
2021,Kendall Graveman,HOU,1,0,9,11.0,9.0,3.27,0.82,0.222,0.943,0.3929999999999999,0.083,1.64,3.72,4.46,608665,-1.2157634902411023,5.713650975889782,54.12312284730195,93.8630309988519,-0.8805970149253731,0.6863260619977037,2240.4121699196326,191.2732491389208,5.0
2023,José Alvarado,PHI,0,0,8,8.0,6.75,3.38,0.0,0.292,0.9,0.417,0.0,1.13,2.88,4.53,621237,1.2524393530997304,6.678746630727763,53.62355795148248,96.36927223719677,0.577277628032345,0.958921832884097,2145.074123989218,159.30862533692724,3.0
2021,Ryne Stanek,HOU,2,0,13,11.0,9.0,1.64,1.64,0.13,0.952,0.52,0.2,2.45,4.08,3.32,592773,-0.5190222984562607,6.252066895368782,54.413001715265864,93.55420240137221,-0.6674356775300172,0.9014837049742711,1998.0043029259896,191.42943201376937,3.0
2018,Brandon Woodruff,MIL,1,1,4,12.1,14.59,2.19,0.0,0.333,0.75,0.6,0.0,1.46,1.13,1.54,605540,-1.520455764075067,5.943404825737265,54.290013404825736,91.92734584450403,-0.5911528150134048,0.8166756032171582,2099.080491132333,191.13404825737265,5.0
2024,Yu Darvish,SDP,1,1,2,13.2,4.61,1.98,1.32,0.111,0.968,0.395,0.111,1.98,4.7,4.79,506433,-1.9644920634920633,5.606373015873015,53.92979365079365,87.17642857142857,0.0028174603174603214,0.3278888888888889,2417.3680445151035,142.84737678855325,8.0
2022,Emmanuel Clase,CLE,1,0,4,6.0,9.0,3.0,0.0,0.077,1.0,0.615,0.0,0.0,2.61,3.11,661403,-0.7554071661237786,6.0914223669924,54.02448425624322,96.6070575461455,0.37855591748099887,0.562671009771987,2651.098913043478,140.1717391304348,4.0
2024,Zack Wheeler,PHI,0,0,1,7.0,11.57,5.14,0.0,0.083,1.0,0.417,0.0,0.0,2.74,3.82,554430,-2.1296841097638803,5.228321633694959,53.34580408423739,91.43155711550735,-0.49833120612635606,0.6778813018506701,2392.3047223994895,189.43522654754307,6.0
2019,Sean Doolittle,WSN,0,0,9,10.1,6.97,0.87,0.87,0.185,0.893,0.259,0.071,1.74,3.21,4.65,448281,2.213780260707635,5.929934823091248,54.46899441340782,92.14310986964618,0.3050186219739292,1.5344227188081936,2219.047303689688,172.1312849162011,3.0
2018,Jhoulys Chacín,MIL,2,1,3,12.1,6.57,4.38,0.73,0.229,0.956,0.5429999999999999,0.091,1.46,4.21,4.63,468504,-1.5705354173594945,5.999880279348187,55.0949185234453,84.8415364150316,-0.09543398736282009,0.47661789158629864,2144.4,174.40738277352844,6.0
2022,George Kirby,SEA,0,0,2,8.0,6.75,1.13,0.0,0.261,1.0,0.217,0.0,0.0,2.74,5.51,669923,-1.42486137667304,5.818852772466539,53.8728154875717,90.8335086042065,-0.37443116634799234,0.6049091778202677,2126.2693779904307,176.6138755980861,6.0
2021,Max Scherzer,LAD,0,1,4,16.2,12.42,2.7,1.08,0.216,0.909,0.342,0.125,2.16,3.05,3.18,453286,-3.264937965260546,5.511456930166608,54.23532080822403,89.18511166253103,-0.45114143920595534,0.7504856433888691,2281.908156028369,202.97836879432623,5.0
2018,Chris Sale,BOS,1,0,5,15.1,14.09,4.7,0.59,0.333,0.6990000000000001,0.484,0.111,4.11,2.64,2.76,519242,3.308225039619651,5.144552297939779,54.6054793977813,88.2810618066561,0.47738510301109355,0.3006299524564184,2339.0835974643423,174.72900158478606,4.0
2021,Garrett Whitlock,BOS,1,0,5,8.1,5.4,2.16,2.16,0.095,1.0,0.478,0.2,2.16,5.81,4.81,676477,-1.6945217391304348,5.512730434782609,53.21314782608696,91.26217391304348,-1.0283217391304347,0.6979913043478261,2035.980701754386,208.73157894736843,6.0
2024,Alex Vesia,LAD,0,0,7,5.2,9.53,3.18,0.0,0.154,1.0,0.308,0.0,0.0,2.64,4.77,681911,0.5377637511271416,5.898701532912534,54.1251127141569,90.30378719567177,0.1704238052299369,1.2362578899909829,2360.247069431921,176.4887285843102,4.0
2024,Tim Herrin,CLE,1,0,9,8.1,6.48,5.4,0.0,0.273,0.909,0.409,0.0,1.08,3.53,4.62,682120,2.205192878338279,5.719930761622157,53.94681503461919,88.19624134520276,0.005539070227497529,0.28055390702274974,2341.73590504451,223.082096933729,4.0
2021,Nick Pivetta,BOS,1,0,3,13.2,9.22,3.29,1.98,0.194,1.0,0.235,0.143,2.63,5.07,4.93,601713,-1.7315956284153005,6.577883424408015,53.93501639344262,88.83632058287796,0.004958105646630236,0.5439016393442623,2387.2448979591836,141.69934402332362,8.0
2019,Will Harris,HOU,0,1,12,9.2,10.24,0.93,1.86,0.261,1.0,0.48,0.182,1.86,3.94,3.51,501789,-1.321578947368421,6.355197368421052,54.29537280701754,87.05526315789473,0.5888925438596492,0.03345394736842105,2631.440789473684,110.10964912280701,3.0
2024,Evan Phillips,LAD,2,0,5,6.2,8.1,4.05,0.0,0.176,1.0,0.235,0.0,0.0,2.72,5.21,623465,-2.484918211559433,5.2620174482006545,54.015125408942204,91.34154852780807,0.09336968375136315,0.6436859323882225,2483.598691384951,155.73936750272628,4.0
2018,Kyle Freeland,COL,0,0,1,6.2,8.1,1.35,0.0,0.235,1.0,0.471,0.0,0.0,1.81,3.05,607536,1.7113458577148135,5.579562673236834,54.15325839236218,88.48999076070218,0.4020542038805051,0.5930551278102865,2116.0132880098886,164.19587311364336,5.0
2023,Justin Verlander,HOU,1,1,3,18.1,6.87,2.95,1.47,0.255,0.904,0.296,0.103,2.95,5.0,5.49,434378,-1.474969254419677,6.99435049961568,54.52021137586472,88.78889315910838,-0.18270945426594928,0.6784473481936971,2478.2719535783367,160.90676982591876,4.0
2021,Corbin Burnes,MIL,0,0,1,6.0,9.0,4.5,0.0,0.167,1.0,0.5,0.0,0.0,2.67,3.85,669203,-0.8028450269853508,5.963157286044718,54.11460678488821,91.73330763299923,0.20273708558211256,0.5342598303777949,2686.58939628483,157.7875386996904,6.0
2022,Jonathan Loáisiga,NYY,0,1,6,9.1,3.86,0.96,0.0,0.3,0.8,0.767,0.0,0.96,2.58,3.05,642528,-1.9019316688567673,5.56419185282523,53.983521681997374,94.5772667542707,-0.9198554533508542,0.8112614980289093,2324.9776315789472,190.74605263157895,4.0
2022,Robert Suarez,SDP,0,1,7,9.0,9.0,2.0,2.0,0.238,0.968,0.217,0.1669999999999999,3.0,4.67,3.75,663158,-1.4279900124843945,6.025205992509362,53.735205992509364,94.76267166042446,-0.7783520599250937,1.0687390761548063,2163.01125,206.40125,6.0
2018,Kenley Jansen,LAD,0,0,9,10.2,10.97,2.53,1.69,0.1,1.0,0.455,0.222,1.69,4.0,2.96,445276,-1.7815263157894736,6.273868421052631,53.56555263157895,91.71842105263158,0.439359649122807,1.151359649122807,2570.353097345133,154.3140350877193,3.0
2022,Héctor Neris,HOU,2,0,8,6.0,13.5,0.0,1.5,0.1,1.0,0.273,0.2,1.5,2.28,1.35,593576,-1.7528458498023716,5.919476284584981,54.290335968379445,91.05671936758893,-0.9245158102766798,0.820800395256917,1991.3330039525692,229.3685770750988,4.0
2022,Kyle Wright,ATL,1,0,1,6.0,9.0,1.5,0.0,0.143,1.0,0.357,0.0,0.0,1.61,3.59,657140,-1.8032628846866887,5.592265480163144,53.9640971449759,89.96269929551353,-0.47077493511308866,0.10684835001853912,2364.000371885459,173.98475269616958,5.0
2017,Jake Arrieta,CHC,1,1,2,10.2,10.97,8.44,0.84,0.174,0.959,0.318,0.1669999999999999,0.84,5.03,4.81,453562,-3.561056105610561,6.2142024202420245,54.41195452878621,89.24657132379905,-0.6151448478181152,0.6291089108910891,2309.6579044798223,193.1023102310231,5.0
2017,Clayton Kershaw,LAD,3,0,6,33.0,9.0,2.73,2.18,0.169,0.8590000000000001,0.47,0.25,3.82,5.22,3.79,477132,1.006881896199428,6.380641601961586,54.43476501838986,88.02337556191254,-0.06804250102165918,1.086379239885574,2386.681426814268,191.77686963628935,5.0
2019,José Urquidy,HOU,1,0,4,10.0,10.8,1.8,0.9,0.32,1.0,0.2,0.1,0.9,3.01,3.7,664353,-1.6572438672438672,6.0588167388167395,54.86125541125541,87.72395382395382,-0.5818759018759019,0.8993939393939393,2341.655976676385,187.5036075036075,5.0
2022,Andrew Bellatti,PHI,0,0,8,7.0,11.57,1.29,1.29,0.077,1.0,0.286,0.1,1.29,2.83,3.08,571479,-1.5875908618899273,5.46993769470405,54.624890965732085,89.57268951194185,-0.2918068535825545,0.7653582554517133,2363.4569055036345,189.58359293873312,3.0
2022,Shane Bieber,CLE,1,0,2,13.1,10.13,2.7,1.35,0.2,0.978,0.594,0.25,2.03,3.71,2.65,669456,-1.2931269565217391,5.582295652173913,53.87354086956522,86.95704347826087,-0.027530434782608693,0.530615652173913,2326.419276270007,157.96729297146834,6.0
2017,Aroldis Chapman,NYY,0,1,6,8.0,18.0,2.25,0.0,0.467,0.889,0.6,0.0,1.12,-0.09,0.8,547973,0.8967779056386651,6.141542002301496,53.80795166858458,97.19298043728423,0.22927502876869968,1.429482163406214,2462.388613861386,174.80322209436133,3.0
2018,Dellin Betances,NYY,1,0,3,5.1,11.81,1.69,0.0,0.231,0.75,0.5379999999999999,0.0,1.69,1.1,2.34,476454,-1.6304581497797357,6.077577092511014,54.35762114537445,91.17867841409692,0.16059911894273127,0.47419383259911896,2445.5412322274883,131.67224669603524,4.0
2019,Kenta Maeda,LAD,0,0,4,4.2,13.5,0.0,0.0,0.125,1.0,0.375,0.0,0.0,0.21,1.92,628317,-2.110604192355117,5.798125770653514,54.76140978216194,86.58639539662968,-0.29632141389231403,0.6411960542540074,2195.3163698049193,186.59350595972052,5.0
2024,Beau Brieske,DET,0,1,6,6.0,9.0,3.0,1.5,0.0,1.0,0.25,0.1669999999999999,1.5,4.33,3.68,689225,-1.483263888888889,5.9790625,54.39980902777778,92.14505208333334,-0.6500607638888889,0.9443229166666666,2386.1848958333335,193.91493055555554,4.0
2017,Kenta Maeda,LAD,2,0,9,10.2,8.44,1.69,0.84,0.154,1.0,0.481,0.083,0.84,3.06,3.85,628317,-2.060676172953082,5.885064397424102,54.55827966881325,86.31090156393743,-0.2212465501379945,0.9536798528058879,2291.8651162790698,172.65823367065317,6.0
2018,Heath Hembree,BOS,0,0,4,4.2,5.79,9.64,0.0,0.0,1.0,0.375,0.0,0.0,5.09,6.15,592390,-1.1725838621940163,5.4012783318223025,54.241423390752495,91.16446056210334,-0.07380779691749773,0.850543970988214,2505.0254777070063,161.6826835902085,4.0
2022,Matt Brash,SEA,0,0,3,3.1,10.8,0.0,0.0,0.0,1.0,0.3329999999999999,0.0,0.0,0.71,1.6,666374,-2.358128342245989,5.264053475935829,54.07886631016043,89.83133689839572,0.41489839572192516,0.2642673796791444,2666.738709677419,119.9752688172043,4.0
2017,Brian Duensing,CHC,1,1,5,5.1,6.75,6.75,0.0,0.077,0.8,0.636,0.0,1.69,3.91,4.57,488846,2.585739299610895,6.003852140077821,54.456741245136186,85.88375486381322,0.28034046692607006,0.6346011673151751,2185.223926380368,193.79377431906616,5.0
2023,Brandon Pfaadt,ARI,0,1,5,22.0,10.64,2.05,1.23,0.302,0.8079999999999999,0.37,0.136,3.27,3.35,3.23,694297,-2.137472049689441,5.479931677018634,53.74823602484472,89.25993788819876,-0.20216149068322983,0.7735962732919255,2460.05593536358,174.28589185829708,5.0
2019,Adam Wainwright,STL,0,1,3,16.2,10.26,1.62,0.54,0.286,0.89,0.405,0.059,1.62,2.25,3.5,425794,-1.513710488505747,6.037101293103449,54.299727011494255,83.08912028725315,0.33653735632183907,0.09981321839080459,2417.7742980561557,140.2826867816092,5.0
2021,Blake Treinen,LAD,0,1,8,8.2,8.31,2.08,0.0,0.227,0.7140000000000001,0.364,0.0,2.08,2.02,3.64,595014,-3.0759178082191783,6.319086757990867,54.959397260273974,92.33707762557079,-0.0873972602739726,0.40572602739726027,2383.5794306703397,162.14325068870522,6.0
2018,Collin McHugh,HOU,1,0,4,4.0,11.25,0.0,0.0,0.125,1.0,0.375,0.0,0.0,1.41,2.65,543521,-1.7780897009966778,5.640498338870432,54.31418604651163,85.76835548172758,0.1893355481727575,0.44699335548172753,2536.6173767752716,143.3671096345515,7.0
